Feature Names
PPE
DFA
meanHarmToNoiseHarmonicity
minIntensity
f1
f3
GNE_mean
GNE_SNR_TKEO
mean_MFCC_6th_coef
mean_7th_delta_delta
std_MFCC_2nd_coef
std_delta_delta_log_energy
std_6th_delta_delta
std_7th_delta_delta
std_8th_delta_delta
det_TKEO_std_1_coef
tqwt_energy_dec_6
tqwt_energy_dec_9
tqwt_energy_dec_21
tqwt_entropy_log_dec_6
tqwt_entropy_log_dec_12
tqwt_entropy_log_dec_16
tqwt_entropy_log_dec_19
tqwt_entropy_log_dec_25
tqwt_entropy_log_dec_27
tqwt_entropy_log_dec_32
tqwt_TKEO_mean_dec_8
tqwt_TKEO_mean_dec_18
tqwt_TKEO_mean_dec_25
tqwt_TKEO_std_dec_6
tqwt_TKEO_std_dec_10
tqwt_TKEO_std_dec_11
tqwt_TKEO_std_dec_19
tqwt_TKEO_std_dec_23
tqwt_meanValue_dec_4
tqwt_stdValue_dec_25
tqwt_stdValue_dec_26
tqwt_stdValue_dec_27
tqwt_stdValue_dec_34
tqwt_minValue_dec_7
tqwt_minValue_dec_17
tqwt_maxValue_dec_11
tqwt_skewnessValue_dec_26
tqwt_kurtosisValue_dec_27
